text,zone,label
"Brand eines Sattelaufliegers – Riem Am Freitag, 28.07.2023, hatte ein 51-jähriger Lkw-Fahrer seinen Sattelzug im Bereich des Umschlagbahnhofs an der Hofbräuallee abgestellt. Er schlief in der Fahrerkabine. Gegen 22:45 Uhr stellte er einen Brand im Bereich des Sattelaufliegers fest. Er versuchte erfolglos, den Brand mit einem Feuerlöscher zu bekämpfen. Kurze Zeit später traf die Feuerwehr ein und konnte den Brand zügig löschen. Der Sattelauflieger brannte samt Ladung vollständig aus und die Zugmaschine wurde beschädigt. Es entstand Sachschaden in Höhe von mehreren zehntausend Euro. Die weiteren Ermittlungen wegen des Verdachts der Brandstiftung führt das Kommissariat 13 (Branddelikte) der Münchner Kriminalpolizei. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Hofbräuallee (Riem) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 13, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",15,1
"Pkw-Fahrer flüchtet vor Polizeikontrolle – Maxvorstadt Am Samstag, 29.07.2023, gegen 22:00 Uhr, war eine Streife der Polizeiinspektion 12 München (Maxvorstadt) im Bereich des Maximilianplatzes auf Streifenfahrt. Dabei fiel der Streifenbesatzung ein Pkw BMW auf, dessen Fahrer verkehrswidrig fuhr. Daher sollte er angehalten werden. Der Fahrer des Pkw BMW missachtete das Anhaltesignal jedoch und fuhr mit deutlich überhöhter Geschwindigkeit davon. Derzeit wird davon ausgegangen, dass er mehrfach mehr als 100 km/h schnell gefahren ist. Außerdem missachtete er mehrere „Rot“ zeigende Ampelanlagen und schaltete das Licht des Pkws aus. Eine Vielzahl an Streifen war an der Fahndung nach dem Pkw beteiligt. Eine der Streifen konnte den gesuchten Pkw schließlich im Bereich der Adalbertstraße anhalten. Bei dem Fahrer handelt es sich um einen 18-Jährigen. Weiterhin befand sich ein 17-Jähriger und ein 16-Jähriger im Fahrzeug. Alle drei haben ihren Wohnsitz jeweils in Augsburg. Bei der Kontrolle stellte sich heraus, dass der Fahrer nicht im Besitz einer Fahrerlaubnis war. Die drei Fahrzeuginsassen wurden zu einer Polizeidienststelle gebracht und dort nach Durchführung der polizeilichen Maßnahmen bzw. der Verständigung der Erziehungsberechtigten entlassen. Das Fahrzeug wurde beschlagnahmt. Die weiteren Ermittlungen wegen eines verbotenen Kraftfahrzeugrennens und Fahrens ohne Fahrerlaubnis führt die Münchner Verkehrspolizei.",3,1
"Pkw-Fahrer flüchtet nach Verkehrsunfall; eine Person verletzt – Isarvorstadt Am Donnerstag, 27.07.2023, gegen 09:00 Uhr, fuhr ein bislang unbekannter Fahrer eines Pkw VW auf der Kapuzinerstraße stadteinwärts. Auf Höhe des Anwesens Nummer 28 wendete er verbotenerweise sein Fahrzeug. Hierbei überfuhr er auch eine sich auf der Fahrbahnmitte befindliche Busspur. Ein Linienbus der zeitgleich auf der Busspur unterwegs war, musste durch das Wendemanöver stark abbremsen. In der Folge stürzte eine 84-Jährige mit Wohnsitz in München, welche sich als Fahrgast im Bus befand und verletzte sich leicht. Zu einer Berührung der beiden Fahrzeuge kam es nicht. Der Pkw fuhr nach dem Wendemanöver die Kapuzinerstraße stadtauswärts davon, ohne sich weiter zu kümmern. Der Busfahrer verständigte den Rettungsdienst, welcher die 84-Jährige in ein Krankenhaus brachte. Die Unfallaufnahme erfolgte durch die Münchner Verkehrspolizei. Zeugenaufruf: Personen, die sachdienliche Hinweise zum Unfallhergang machen können, werden gebeten, sich mit dem Unfallkommando, Tegernseer Landstraße 210, 81549 München, Tel.: 089/6216-3322, in Verbindung zu setzen.",2,1
"Verkehrsunfall zwischen Fahrradfahrer und Pkw; eine Person schwer verletzt – Altstadt Am Donnerstag, 27.07.2023, gegen 19:10 Uhr, fuhr ein 55-Jähriger mit Wohnsitz in München mit einem Fahrrad die Falkenturmstraße stadtauswärts. An der Kreuzung zur Maximilianstraße wollte er diese schräg nach rechts überqueren um in die Alfons-Goppel-Straße zu fahren. Zeitgleich fuhr ein 55-Jähriger mit Wohnsitz in München mit einem Pkw Daimler auf der Maximilianstraße in Richtung Max-Joseph-Platz. Auf der Maximilianstraße kam es zum Zusammenstoß zwischen den beiden Fahrzeugen. Hierbei stürzte der Fahrradfahrer und verletzte sich schwer. Er wurde von einem hinzugerufenen Rettungsdienst in ein Krankenhaus gebracht. Der Pkw-Fahrer blieb unverletzt. An beiden Fahrzeugen entstand leichter Sachschaden. Die Unfallaufnahme erfolgte durch die Münchner Verkehrspolizei. Es kam zu keinen Verkehrsbeeinträchtigungen. Die weiteren Ermittlungen führt die Münchner Verkehrspolizei.",1,1
"Staatsschutzrelevantes Delikt – Altstadt Am Mittwoch, 26.07.2023, gegen 21:10 Uhr, ging ein stark alkoholisierter 52-jähriger Deutscher, ohne festen Wohnsitz in Deutschland, auf der Blumenstraße. Hierbei äußerte er mehrmals Ausrufe mit staatsschutzrelevantem Inhalt, welche einen Bezug zur NS-Zeit aufweisen. Im unmittelbaren Nahbereich befand sich auch eine 26-Jährige mit Wohnsitz in München, welche jüdischen Glaubens ist. Ob die Rufe gezielt in Richtung der 26-Jährigen gerichtet waren, bedarf noch weiterer Ermittlungen. Weitere Zeugen verständigten den Polizeinotruf 110. Der 52-Jährige konnte noch vor Ort angetroffen und festgenommen werden. Nach der erfolgten Sachbearbeitung und den polizeilichen Maßnahmen wurde er wieder entlassen. Die Ermittlungen in diesem Fall führt das Kommissariat 44 der Münchner Kriminalpolizei.",1,3
"Täterermittlung nach Diebstahl einer Armbanduhr – Altstadt Wie bereits berichtet befand sich am Freitag, 21.07.2023, gegen 12:40 Uhr, ein 22-jähriger thailändischer Tourist zu Fuß im Bereich der Maximilianstraße. Dort wurde ihm unvermittelt von einem bislang unbekannten männlichen Täter die Armbanduhr vom Arm abgestreift. Der 22-Jährige folgte dem Täter zwar noch ein Stück, dieser konnte aber unerkannt zu Fuß flüchten. Im Rahmen der fortlaufenden Ermittlungen durch die Münchner Kriminalpolizei konnten mehrere Lichtbilder des bislang unbekannten Täters, die ihn auf seiner Flucht zeigen, gesichert werden. Mit Hilfe der Lichtbilder konnten Hinweise von mehreren europäischen Polizeidienststellen erlangt werden. Hierbei stellte sich heraus, dass es sich bei dem bislang unbekannten Täter um einen professionellen Taschendieb handelt, der sich auf den Diebstahl von hochwertigen Uhren spezialisiert hat. Der 28-jährige französische Staatsangehörige ist diesbezüglich bereits in mehreren europäischen Ländern in Erscheinung getreten. Der 28-Jährige ist derzeit unbekannten Aufenthalts. Der Erlass eines internationalen Haftbefehls wird angestrebt. Die weiteren Ermittlungen führt das Kommissariat 65 der Münchner Kriminalpolizei.",1,2
"Ausländerfeindliche Beleidigung – Untergiesing Am Montag, 24.07.2023, gegen 18:10 Uhr, befand sich eine 14-Jährige mit Wohnsitz in München gemeinsam mit Freunden im Außenbereich einer Eisdiele in Untergiesing. Als eine unbekannte Frau an der Gruppe vorbeiging, beleidigte diese die 14-Jährige ausländerfeindlich aufgrund deren dunkler Hautfarbe. Die 14-Jährige fertigte daraufhin mit ihrem Mobiltelefon ein Foto der unbekannten Täterin und konnte beobachten, wie diese ein naheliegendes Wohnhaus betrat. Anschließend sprach die 14-Jährige eine zufällig heranfahrende Polizeistreife an. Im Rahmen der anschließenden Ermittlungen vor Ort, konnte die bis dahin unbekannte Täterin ermittelt werden. Es handelt sich um eine 70-Jährige mit Wohnsitz in München. Sie wurde nach Abschluss der polizeilichen Maßnahmen vor Ort entlassen. Die weiteren Ermittlungen wegen der ausländerfeindlichen Beleidigung werden durch das Kommissariat 44 geführt.",18,3
"Verkehrsunfall zwischen zwei Pkw; vier Personen verletzt – Neuhausen Am Dienstag, 25.07.2023, gegen 09:00 Uhr, fuhr ein 38-Jähriger mit Wohnsitz in München mit einem Pkw Renault auf der Arnulfstraße stadteinwärts. Im Fahrzeug befanden sich noch ein 24-Jähriger und eine 19-Jährige, beide mit Wohnsitz in Essen. An der Kreuzung zur Helmholtzstraße / Marsstraße wollte der 38-Jährige weiterhin geradeaus auf der Arnulfstraße fahren. Zeitgleich fuhr eine 28-Jährige mit Wohnsitz in München mit einem Pkw VW die Arnulfstraße stadtauswärts. Sie beabsichtigte nach links in die Helmholtzstraße abzubiegen. Im Kreuzungsbereich stießen die beiden Fahrzeuge zusammen. Hierbei wurden alle beteiligten Personen leicht verletzt. Der Pkw der 28-Jährigen prallte im Verlauf des Unfalls gegen einen Ampelmasten. Der verständigte Rettungsdienst brachte alle vier Personen zur ambulanten Behandlung in Krankenhäuser. Die Fahrzeuge wurden schwer beschädigt. Ein Ampelmast wurde leicht beschädigt. Der Gesamtschaden wird auf über 30.000.- Euro geschätzt. Die Unfallaufnahme erfolgte durch die Münchner Verkehrspolizei. Zeitweise wurde die Arnulfstraße und die Zufahrt zur Helmholtzstraße für circa eine Stunde gesperrt. Es kam zu Verkehrsbehinderungen. Nach aktuellem Ermittlungsstand berichteten Zeugen, dass die 28-Jährige bei der Einfahrt in die Kreuzung Grünlicht hatte und der 38-Jährige Rotlicht hatte. Die weiteren Ermittlungen führt die Münchner Verkehrspolizei.",9,1
"Diebstahl aus Kraftfahrzeug; ein Tatverdächtiger festgenommen – Aubing Am Mittwoch, 26.07.2023, gegen 02:40 Uhr, teilten aufmerksame Passanten über den Polizeinotruf 110 mit, dass ein Mann im Bereich der Zwernitzer Straße an mehreren Pkws entlang ging und versuchte diese zu öffnen. Bei einem unversperrten Pkw Citroen gelang dem Täter dies und er entwendete mehrere Gegenstände aus dem Fahrzeuginneren und flüchtete im Anschluss. Von der Einsatzzentrale wurden mehrere Streifen zum Einsatzort geschickt. Durch eine Streife der Polizeiinspektion 45 (Pasing) konnte ein Tatverdächtiger kontrolliert und festgenommen werden. Hierbei handelt es sich um einen 19-Jährigen mit Wohnsitz in München. Gegen ihn wurde ein Ermittlungsverfahren wegen Diebstahl aus einem Kraftfahrzeug eingeleitet. Nach den polizeilichen Maßnahmen wurde er wieder entlassen. Die Tatbeute wurde sichergestellt. Die weiteren Ermittlungen in diesem Fall führt die Münchner Kriminalpolizei.",22,2
"Täterfestnahmen nach schwerer Körperverletzung – Altstadt Nach derzeitigem Ermittlungsstand kam es aus bislang unbekannten Gründen am Sonntag, 09.07.2023, gegen 03:00 Uhr, in der unmittelbaren Nähe zum Herzog-Wilhelm-Park zu einer wechselseitigen körperlichen Auseinandersetzung zwischen einem 19-jährigen Afghanen, einem 26-jährigen Somalier und einem 23-jährigen Afghanen. Im Verlauf dieser Auseinandersetzung attackierten sich der 26-Jährige und der 23-Jährige gegenseitig mit zuvor zerbrochenen Glasflaschen. Der 19-Jährige beteiligte sich an der Auseinandersetzung mit Tritten gegenüber dem 26-Jährigen. Vor Ort unbeteiligte Passanten wurden auf die blutenden Personen aufmerksam und verständigten den Polizeinotruf 110. Aus diesem Grund wurden mehrere Streifen und auch Einsatzkräfte des Rettungsdienstes zur Einsatzörtlichkeit entsandt, die die Verletzten dort auffanden. Sowohl der 23-Jährige als auch der 26-Jährige waren schwerer verletzt und sie mussten in ein Krankenhaus gebracht werden. Der 23-Jährige befindet sich weiterhin in stationärer Behandlung in einem Krankenhaus, während der 26-Jährige mittlerweile wieder aus dem Krankenhaus entlassen werden konnte. Ein Ermittlungsrichter erließ Haftbefehle wegen der Körperverletzungsdelikte gegen alle drei Tatverdächtigen. Sowohl der 19-Jährige als auch der 26-Jährige wurden daraufhin einer Justizvollzugsanstalt überstellt. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 24 der Münchner Kriminalpolizei. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich des Sendlinger-Tor-Platz, Herzog-Wilhelm-Park, Herzog-Wilhelm-Straße, Josephspitalstraße (Altstadt) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 24, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",1,3
"Trickbetrug „Love Scam“ – Ramersdorf-Perlach Im Zeitraum zwischen Dienstag, 06.06.2023 und Montag, 24.07.2023, suchte ein bislang unbekannter Täter unter falscher Namensangabe über ein Chatprogramm Kontakt mit einer 55-Jährigen mit Wohnsitz in München und täuschte Interesse an einer romantischen Beziehung vor. Im Verlauf der Beziehung gab der unbekannte Täter an, dringend Geld in Form von Gutscheinkarten für die Bezahlung verschiedener Rechnungen zu benötigen. Die 55-Jährige versendete daraufhin die Codes von zahlreichen dieser Gutscheinkarten über den Chat an den unbekannten Täter. Am Montag, 24.07.2023, beobachtete eine Mitarbeiterin einer Drogerie, wie die 55-Jährige zum wiederholten Male eine große Anzahl an Gutscheinkarten in der Filiale erwarb. Einen Betrug ahnend verständigte die Mitarbeiterin den Polizeinotruf. Im Rahmen der Ermittlungen stellte sich heraus, dass der 55-Jährigen im genannten Zeitraum ein Vermögensschaden von mehreren zehntausend Euro entstanden war. Die weiteren Ermittlungen werden durch das Kommissariat 77 der Münchner Kriminalpolizei geführt. Hinweis Ihrer Polizei: Die unbekannten Täter täuschen bei sogenannten “Lovescam“ über längere Zeit (per E-Mail, WhatsApp) den Geschädigten vor, dass sie eine Liebesbeziehung zu diesen aufbauen möchten, wodurch bei den Geschädigten eine emotionale Bindung (zur eigentlich unbekannten Person) entsteht. Im Zuge der Kommunikation werden von den Tätern große Vermögen, Geldgewinne oder ähnliches vorgetäuscht, mit welchen ein gemeinsames Leben in der Zukunft finanziert werden soll. In der Folge wird vorgegeben, dass Probleme aufgetaucht sind, welche sich nur durch (Voraus-)Zahlungen verschiedenster Beträge lösen lassen. Im Glauben an die Redlichkeit und die erwiderte Liebe/Freundschaft des Gegenübers, überweisen die Geschädigten die von den Tätern geforderten Gelder, um die versprochene Leistung zu erhalten oder dem “geliebten Menschen“ zu helfen, bzw. diesen zu sich zu holen. Hierbei werden die Beträge vornehmlich in das Ausland überwiesen. Weitere Informationen finden Sie unter https://www.polizei.bayern.de/schuetzen-und-vorbeugen/beratung/018837/index.html",16,2
"Staatsschutzrelevantes Delikt – Lehel Am Mittwoch, 19.07.2023, gegen 13:15 Uhr, standen eine 15-Jährige mit Wohnsitz im Landkreis Freising und eine 16-Jährige mit Wohnsitz in München vor einer Bildungseinrichtung in der Damenstiftstraße. Ein bislang unbekannter Mann ging an den beiden Schülerinnen vorbei und spuckte unvermittelt der 15-Jährigen gezielt ins Gesicht. Zudem wurde sie verbal mit sittlich abwertenden Bezeichnungen beleidigt. Der Täter verließ daraufhin die Örtlichkeit. Die beiden Schülerinnen verständigten den Notruf der Polizei. Durch die Einsatzkräfte wurde in der Folge nach dem Täter gefahndet. Die Fahndung verlief jedoch ohne Hinweise auf den Täter. Gegenstand der Ermittlungen ist auch eine mögliche fremdenfeindliche Motivation des Täters, da die 15-Jährige zum Tatzeitpunkt ein Kopftuch trug. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 44 der Münchner Kriminalpolizei. Von den beiden Schülerinnen wurde der Täter wie folgt beschrieben: Männlich, ca. 50 Jahre alt, ca. 1,70 m groß, auffallend hagere Körpergestalt, kurze weiße / graumelierte Haare, trug eine Brille, bekleidet mit blauer Jeans und blauem Hemd Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Damenstiftstraße (Lehel) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 44, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",1,3
"Unfall zwischen Pkw und Fahrrad; eine Person verletzt – Maxvorstadt Am Sonntag, 23.07.2023, gegen 01:35 Uhr, fuhr ein 25-Jähriger mit Wohnsitz in Rheinland-Pfalz mit einem Fahrrad auf der Theresienstraße in stadtauswärtiger Richtung. Auf Höhe der Arcisstraße wurde er von einem bislang unbekannten Pkw, der hinter dem 25-Jährigen gefahren war, seitlich erfasst. Der 25-Jährige stürzte durch die Kollision zu Boden. Der bislang unbekannte Fahrer des Pkw entfernte sich von der Unfallstelle ohne seinen gesetzlichen Pflichten als Unfallbeteiligter nachzukommen. Der 25-Jährige wurde mit einem Rettungswagen in ein Krankenhaus gebracht. Die weiteren Ermittlungen werden von der Münchner Verkehrspolizei geführt. Zeugenaufruf: Personen, die sachdienliche Hinweise zum Unfallhergang machen können, werden gebeten, sich mit dem Unfallkommando, Tegernseer Landstraße 210, 81549 München, Tel.: 089/6216-3322, in Verbindung zu setzen.",3,1
"Einbruch in Gaststätte – Berg am Laim Im Zeitraum zwischen Freitag, 21.07.2023, gegen 22:30 Uhr und Samstag, 22.07.2023, gegen 07:30 Uhr, verschaffte sich ein bislang unbekannter Täter zunächst Zutritt auf das Gelände einer Kleingartenanlage in Berg am Laim. Anschließend verschaffte er sich gewaltsam Zutritt zu einer dort ansässigen Gaststätte und durchsuchte deren Räumlichkeiten. Hierbei entwendete der unbekannte Täter einen Wandtresor und ergriff danach unerkannt die Flucht. Der Schaden beläuft sich auf mehrere tausend Euro. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 52 (Einbruchsdelikte) der Münchner Kriminalpolizei geführt. Zeugenaufruf. Wer hat im angegebenen Zeitraum im Bereich der Altöttinger Straße, Echardinger Straße, Josephsburgstraße (Berg am Laim) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 52, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",14,2
"Kontrollaktion im Kontext mit der Autoposer-Szene – Schwabing In der Nacht von Freitag, 21.07.2023, auf Samstag, 22.07.2023, wurde durch die Polizeiinspektion 13 (Schwabing) eine Kontrollaktion im Zusammenhang mit der Autoposer-Szene durchgeführt. Schwerpunkt der Aktion waren die Überwachung der zulässigen Höchstgeschwindigkeit sowie die Einhaltung der Lärmschutzvorschriften beim Betrieb von Kfz. An insgesamt zwei Kontrollstellen im Bereich der Leopold- und Ludwigstraße wurden im Verlauf des Abends mehr als dreißig Fahrzeuge einer Kontrolle unterzogen. Hierbei wurden zahlreiche Geschwindigkeitsverstöße festgestellt. Hierunter wurde im Bereich der Leopoldstraße bei einer erlaubten Höchstgeschwindigkeit von 30 km/h ein 61-Jähriger mit Wohnsitz in München mit einem Pkw BMW mit 76 km/h festgestellt sowie im Bereich der Ludwigsstraße bei erlaubten 50 km/h ein 28-Jähriger mit Wohnsitz in München mit einem Pkw Mercedes mit 87 km/h festgestellt werden. Bei der Kontrolle eines weiteren schnellen Fahrers wurde zudem festgestellt, dass dieser über keine gültige Fahrerlaubnis verfügt. Darüber hinaus wurden sämtliche Fahrzeugführer zudem wegen Verursachung von unnötigem Lärm angezeigt, da sie den Motor ihrer Fahrzeuge grundlos aufheulen ließen.",12,1
"Küchenbrand in einer Gemeinschaftsunterkunft – Neuhausen Am Sonntag, 23.07.2023, gegen 13:20 Uhr, wurde der Polizeinotruf 110 über einen Brand in einer Küche in einer Gemeinschaftsunterkunft in Neuhausen informiert. Vor Ort konnten die eingesetzten Streifen einen brennenden Haufen aus Papier und Elektroschrott feststellen, welcher durch die Feuerwehr gelöscht werden konnte. Nach den ersten Erkenntnissen kann eine Brandstiftung durch einen bislang unbekannten Täter nicht ausgeschlossen werden. Es entstand ein leichter Sachschaden an einer Wand der Gemeinschaftsküche. Das Kommissariat 13 (Branddelikte) der Münchner Kriminalpolizei übernimmt die weiteren Ermittlungen.",9,1
"Brand eines Kellerraums – Riem Am Freitag, 21.07.2023, gegen 21:45 Uhr, meldete ein Mitteiler dem Polizeinotruf 110 eine Rauchentwicklung aus einem Mehrfamilienhaus in der Willy-Brandt-Allee. Aus diesem Grund wurden mehr als fünf Streifen zu der Einsatzörtlichkeit gesandt, an der auch die Feuerwehr schon eingetroffen war. Zur Absicherung der Löscharbeiten wurden durch die Streifen Verkehrssperren in der Umgebung der Brandörtlichkeit eingerichtet. Betroffene Anwohner aus dem Mehrfamilienhaus wurden zu einer Sammelstelle geleitet. Durch die Berufsfeuerwehr München wurde das Feuer gegen 22:15 Uhr endgültig gelöscht. Nachdem der Bereich entlüftet war und es keine Gefahr mehr für die dortigen Anwohner gab, konnten diese zurück in ihre Wohnungen. Als Brandörtlichkeit wurde ein Lagerraum mit mehreren Papiertonnen ausgemacht. Die Schadenshöhe beläuft sich auf circa 100.000.- Euro. Die Brandfahnder des Kommissariats 13 haben die Ermittlungen aufgenommen.",15,1
"Polizeieinsatz wegen einer Bedrohungssituation – Altstadt Am Freitag, 21.07.2023, gegen 02:00 Uhr, gerieten ein 35-Jähriger mit Wohnsitz in München und ein 58-Jähriger mit Wohnsitz in München auf der Sonnenstraße in Streit. Grund hierfür waren beleidigende Äußerungen des 35-Jährigen gegenüber dem 58-Jährigen. Im weiteren Verlauf des Streites zog der 35-Jährige ein Messer hervor und bedrohte damit den 58-Jährigen. Eine Passantin verständigte den Notruf der Polizei über die 110. Daraufhin fuhren mehrere Streifen der Polizeiinspektion 11 (Altstadt) und 14 (Westend) zur Einsatzörtlichkeit. Vor Ort konnte der 35-Jährige mit dem Messer in der Hand angetroffen werden. Er wurde festgenommen und das Messer sichergestellt. Gegen ihn wurde ein Ermittlungsverfahren wegen Bedrohung eingeleitet. Bei dem Einsatz wurde niemand verletzt. Der 35-Jährige wurde nach den polizeilichen Maßnahmen entlassen. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 24 (Gewaltdelikte) der Münchner Kriminalpolizei.",1,3
"Diebstahl einer Armbanduhr – Altstadt Am Freitag, 21.07.2023, gegen 12:40 Uhr, befand sich ein 22-jähriger thailändischer Staatsbürger mit Wohnsitz in Thailand zu Fuß im Bereich der Maximilianstraße. Dort wurde ihm unvermittelt von einem bislang unbekannten männlichen Täter seine Armbanduhr vom Arm abgestreift. Der Täter flüchtete zu Fuß. Der 22-Jährige folgte dem Täter noch ein Stück und sprach dann dort zufällig vorbeikommende Polizeibeamte auf den Vorfall an. Sofort wurden umfangreiche Fahndungsmaßnahmen aufgenommen, an denen über zehn Streifen beteiligt waren. Die Fahndungsmaßnahmen erbrachten keine Hinweise auf einen Tatverdächtigen. Bei der Tat entstand ein Schaden von über 100.000 Euro. Das Kommissariat 21 (Raubdelikte) hat die weiteren Ermittlungen übernommen. Der Täter wird wie folgt beschrieben: Männlich, ca. 180 cm groß, normale Statur, dunkelhäutig, hellblaues Hemd mit langen Ärmeln, schwarze lange Hose, helle Schiebermütze, weiße Socken, helle Halbschuhe mit dunkler Sohle Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Maximilianstraße Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 21, Tel. 089 2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",1,2
"Einbruch in einen gastronomischen Betrieb – Isarvorstadt Am Freitag, 21.07.2023, zwischen 00:00 Uhr und 07:00 Uhr konnten bislang unbekannte Täter in die Räumlichkeiten eines gastronomischen Betriebs eindringen, indem sie gewaltsam eine Hintertüre öffneten. In den Räumlichkeiten entwendeten die Täter einen Tresor. Mit dem Tresor, in dem sich nach den ersten Ermittlungen Bargeld befand, entfernten sich die Täter unerkannt vom Tatort. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Jahnstraße, Baumstraße und Am Glockenbach Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 52, Tel. 089 2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",2,2
"Zusammenstoß von zwei Pkw; mehrere Personen werden verletzt – Ramersdorf Am Samstag, 22.07.2023, gegen 16:25 Uhr, fuhr eine 22-Jährige mit Wohnsitz im Landkreis Böblingen mit einem VW-Pkw auf der Anzinger Straße. Nach den ersten Ermittlungen wollte sie an der Kreuzung zur Rosenheimer Straße in diese in Richtung stadtauswärts abbiegen. Zur gleichen Zeit fuhr eine 57-Jährige mit einem Opel-Pkw auf der St.-Martin-Straße. Die Kreuzung mit der Rosenheimer Straße wollte sie geradeaus überqueren. Im Kreuzungsbereich kam es zu einem Zusammenstoß der beiden Fahrzeuge. Bei dem Unfall wurden die beiden Fahrerinnen sowie vier Mitfahrer in dem VW verletzt. Zwei Insassen des VW wurden vom Rettungsdienst zur weiteren Behandlung in Krankenhäuser gebracht. Die anderen Verletzten werden selber zum Arzt gehen. Bei dem Unfall entstand ein Gesamtschaden von ca. 12.000 Euro. Die 22-Jährige wurde wegen einer fahrlässigen Körperverletzung angezeigt. Die Münchner Verkehrspolizei hat die weiteren Ermittlungen zum Unfall aufgenommen.",16,1
"Versuchtes Tötungsdelikt – Altstadt Am Samstag, 22.07.2023, gegen 22:30 Uhr, befand sich ein 55-Jähriger mit Wohnsitz im Landkreis Ebersberg in einer Gaststätte in der Sonnenstraße. Dort kam ein 53-Jähriger mit Wohnsitz im Landkreis Ebersberg auf ihn zu und dieser stach unvermittelt mit einem Messer auf ihn ein. Danach fügte sich der 53-Jährige selber Verletzungen mit dem Messer zu. Zeugen griffen in die Situation ein, nahmen ihm das Messer ab und alarmierten den Notruf. Sofort wurden mehrere Streifen der Münchner Polizei und Einsatzkräfte des Rettungsdienstes zur Gaststätte geschickt. Beide Verletzten wurden zur Behandlung in Krankenhäuser gebracht. Vor Ort wurden umfangreiche Spurensicherungsmaßnahmen durchgeführt und bereits mehrere Zeugen vernommen. Auch Einsatzkräfte des KIT waren zur Betreuung der Zeugen vor Ort. Das Kommissariat 11 (Tötungsdelikte) hat die Ermittlungen übernommen.",1,3
"Verkehrsunfall zwischen Motorrad und Pkw; eine Person verletzt – Untergiesing Am Donnerstag, 20.07.2023, gegen 19:10 Uhr, fuhr ein 25-Jähriger mit Wohnsitz in München auf der Gerhardstraße stadtauswärts. Zeitgleich fuhr ein 39-Jähriger mit Wohnsitz in München mit einem Pkw BMW auf der Teutoburger Straße und wollte nach den ersten Ermittlungen an der Kreuzung zur Gerhardstraße abbiegen. Es kam zum Zusammenstoß der beiden Fahrzeuge im Kreuzungsbereich. Durch den Aufprall stürzte der 25-Jährige vom Motorrad und zog sich schwere Verletzungen zu. Der hinzugerufene Rettungswagen brachte den 25-Jährigen zur stationären Behandlung in ein Krankenhaus. Der 39-jährige Pkw-Fahrer blieb unverletzt. An beiden Fahrzeugen entstand erheblicher Sachschaden. Die Unfallaufnahme erfolgte durch die Münchner Verkehrspolizei und dauerte circa eine Stunde. Für diese Zeit wurde die Kreuzung komplett gesperrt. Es kam zu geringfügigen Verkehrsbeeinträchtigungen.",18,1
